0,0.001
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.001
8,0.001
9,0.001
10,0.001
11,0.001
12,0.001
13,0.001
14,0.001
15,0.001
16,0.0019734
17,0.0039619
18,0.0050818
19,0.0060491
20,0.0090087
21,0.010994
22,0.016785
23,0.022629
24,0.032064
25,0.041127
26,0.062792
27,0.071115
28,0.091216
29,0.10077
30,0.11132
31,0.12297
32,0.10077
33,0.082571
34,0.047752
35,0.026274
36,0.010994
37,0.0027961
38,0.001
39,0.001
40,0.001
