"xod","yod","loc","size","jmangle","jmslope","region"
-9,27,0,3.44,285.29,-0.16318,0
-3,27,1,3.44,287.81,-0.38149,0
3,27,2,3.44,293.3,-0.75267,0
9,27,3,3.44,302.91,-1.3652,0
-15,21,4,3.44,276.66,0.20225,0
-9,21,5,3.44,275.42,0.049736,0
-3,21,6,3.44,276.12,-0.16564,0
3,21,7,3.44,281.07,-0.54901,0
9,21,8,3.44,292.98,-1.2362,0
15,21,9,3.44,309.25,-2.4937,0
-21,15,10,3.44,271.75,0.57173,0
-15,15,11,3.44,267.3,0.47015,0
-9,15,12,3.44,262.35,0.31719,0
-3,15,13,3.44,258.66,0.086584,0
3,15,14,3.44,260.79,-0.30793,0
9,15,15,3.44,276.44,-1.0121,0
15,15,16,3.44,301.5,-2.6878,0
21,15,17,3.44,323.41,2.8333,0
-27,9,18,3.44,270.26,0.97086,0
-21,9,19,3.44,264.45,0.92468,0
-15,9,20,3.44,256.15,0.82187,0
-9,9,21,3.44,245.36,0.60966,0
-3,9,22,3.44,236.06,0.2899,0
3,9,23,3.44,234.15,-0.1717,0
9,9,24,3.44,248.93,-0.92313,0
15,9,25,3.44,290,-2.9955,0
21,9,26,3.44,323.53,1.8333,0
27,9,27,3.44,343.39,0.91667,0
-27,3,28,3.44,265.41,1.4608,0
-21,3,29,3.44,257.09,1.4596,0
-15,3,30,3.44,244.05,1.3157,0
-9,3,31,3.44,227.87,0.97284,0
-3,3,32,3.44,213.72,0.56475,0
3,3,33,3.44,205.37,0.096369,0
9,3,34,3.44,214.26,-0.59314,0
15,3,35,3.44,272.31,-5.4612,0
21,3,36,3.44,331.22,0.83333,0
27,3,37,3.44,351.99,0.41667,0
-27,-3,38,3.44,109.3,-1.0493,0
-21,-3,39,3.44,111.96,-1.1552,0
-15,-3,40,3.44,115.89,-1.3362,0
-9,-3,41,3.44,124.36,-1.6662,0
-3,-3,42,3.44,151.01,-1.0162,0
3,-3,43,3.44,162.98,-0.091919,0
9,-3,44,3.44,159.14,0.21006,0
15,-3,45,3.44,104.15,0,0
21,-3,46,3.44,351.25,-0.16667,0
27,-3,47,3.44,340.3,-0.083333,0
-27,-9,48,3.44,106.73,-0.62447,0
-21,-9,49,3.44,108.77,-0.61638,0
-15,-9,50,3.44,111.39,-0.60611,0
-9,-9,51,3.44,115.35,-0.59242,0
-3,-9,52,3.44,124.03,-0.53297,0
3,-9,53,3.44,133.9,0.0034386,0
9,-9,54,3.44,121.19,0.66288,0
15,-9,55,3.44,77.319,3.5643,0
21,-9,56,3.44,25.733,-1.1667,0
27,-9,57,3.44,-9.3788,-0.58333,0
-21,-15,58,3.44,104.59,-0.2641,0
-15,-15,59,3.44,105.77,-0.17646,0
-9,-15,60,3.44,106.59,-0.043674,0
-3,-15,61,3.44,105.87,0.17845,0
3,-15,62,3.44,100.32,0.50826,0
9,-15,63,3.44,87.957,1.0387,0
15,-15,64,3.44,67.851,3.3051,0
21,-15,65,3.44,39.895,-2.1667,0
-15,-21,66,3.44,99.162,0.10401,0
-9,-21,67,3.44,97.689,0.26968,0
-3,-21,68,3.44,93.879,0.50397,0
3,-21,69,3.44,86.552,0.79301,0
9,-21,70,3.44,75.875,1.2754,0
15,-21,71,3.44,61.384,2.8912,0
-9,-27,72,3.44,88.932,0.45533,0
-3,-27,73,3.44,83.966,0.6793,0
3,-27,74,3.44,76.649,0.95055,0
9,-27,75,3.44,67.441,1.3883,0
