"xod","yod","loc","size","jmangle","jmslope","region"
-9,27,0,0.43,285.29,-0.16318,0
-3,27,1,0.43,287.81,-0.38149,0
3,27,2,0.43,293.3,-0.75267,0
9,27,3,0.43,302.91,-1.3652,0
-15,21,4,0.43,276.66,0.20225,0
-9,21,5,0.43,275.42,0.049736,0
-3,21,6,0.43,276.12,-0.16564,0
3,21,7,0.43,281.07,-0.54901,0
9,21,8,0.43,292.98,-1.2362,0
15,21,9,0.43,309.25,-2.4937,0
-21,15,10,0.43,271.75,0.57173,0
-15,15,11,0.43,267.3,0.47015,0
-9,15,12,0.43,262.35,0.31719,0
-3,15,13,0.43,258.66,0.086584,0
3,15,14,0.43,260.79,-0.30793,0
9,15,15,0.43,276.44,-1.0121,0
15,15,16,0.43,301.5,-2.6878,0
21,15,17,0.43,323.41,2.8333,0
-27,9,18,0.43,270.26,0.97086,0
-21,9,19,0.43,264.45,0.92468,0
-15,9,20,0.43,256.15,0.82187,0
-9,9,21,0.43,245.36,0.60966,0
-3,9,22,0.43,236.06,0.2899,0
3,9,23,0.43,234.15,-0.1717,0
9,9,24,0.43,248.93,-0.92313,0
15,9,25,0.43,290,-2.9955,0
21,9,26,0.43,323.53,1.8333,0
27,9,27,0.43,343.39,0.91667,0
-27,3,28,0.43,265.41,1.4608,0
-21,3,29,0.43,257.09,1.4596,0
-15,3,30,0.43,244.05,1.3157,0
-9,3,31,0.43,227.87,0.97284,0
-3,3,32,0.43,213.72,0.56475,0
3,3,33,0.43,205.37,0.096369,0
9,3,34,0.43,214.26,-0.59314,0
15,3,35,0.43,272.31,-5.4612,0
21,3,36,0.43,331.22,0.83333,0
27,3,37,0.43,351.99,0.41667,0
-27,-3,38,0.43,109.3,-1.0493,0
-21,-3,39,0.43,111.96,-1.1552,0
-15,-3,40,0.43,115.89,-1.3362,0
-9,-3,41,0.43,124.36,-1.6662,0
-3,-3,42,0.43,151.01,-1.0162,0
3,-3,43,0.43,162.98,-0.091919,0
9,-3,44,0.43,159.14,0.21006,0
15,-3,45,0.43,104.15,0,0
21,-3,46,0.43,351.25,-0.16667,0
27,-3,47,0.43,340.3,-0.083333,0
-27,-9,48,0.43,106.73,-0.62447,0
-21,-9,49,0.43,108.77,-0.61638,0
-15,-9,50,0.43,111.39,-0.60611,0
-9,-9,51,0.43,115.35,-0.59242,0
-3,-9,52,0.43,124.03,-0.53297,0
3,-9,53,0.43,133.9,0.0034386,0
9,-9,54,0.43,121.19,0.66288,0
15,-9,55,0.43,77.319,3.5643,0
21,-9,56,0.43,25.733,-1.1667,0
27,-9,57,0.43,-9.3788,-0.58333,0
-21,-15,58,0.43,104.59,-0.2641,0
-15,-15,59,0.43,105.77,-0.17646,0
-9,-15,60,0.43,106.59,-0.043674,0
-3,-15,61,0.43,105.87,0.17845,0
3,-15,62,0.43,100.32,0.50826,0
9,-15,63,0.43,87.957,1.0387,0
15,-15,64,0.43,67.851,3.3051,0
21,-15,65,0.43,39.895,-2.1667,0
-15,-21,66,0.43,99.162,0.10401,0
-9,-21,67,0.43,97.689,0.26968,0
-3,-21,68,0.43,93.879,0.50397,0
3,-21,69,0.43,86.552,0.79301,0
9,-21,70,0.43,75.875,1.2754,0
15,-21,71,0.43,61.384,2.8912,0
-9,-27,72,0.43,88.932,0.45533,0
-3,-27,73,0.43,83.966,0.6793,0
3,-27,74,0.43,76.649,0.95055,0
9,-27,75,0.43,67.441,1.3883,0
