"xod","yod","loc","size","jmangle","jmslope","region"
0,30,0,3.44,0,0,0
-12,24,1,3.44,0,0,0
-6,24,2,3.44,0,0,0
0,24,3,3.44,0,0,0
6,24,4,3.44,0,0,0
12,24,5,3.44,0,0,0
-18,18,6,3.44,0,0,0
-12,18,7,3.44,0,0,0
-6,18,8,3.44,0,0,0
0,18,9,3.44,0,0,0
6,18,10,3.44,0,0,0
12,18,11,3.44,0,0,0
18,18,12,3.44,0,0,0
-24,12,13,3.44,0,0,0
-18,12,14,3.44,0,0,0
-12,12,15,3.44,0,0,0
-6,12,16,3.44,0,0,0
0,12,17,3.44,0,0,0
6,12,18,3.44,0,0,0
12,12,19,3.44,0,0,0
18,12,20,3.44,0,0,0
24,12,21,3.44,0,0,0
-24,6,22,3.44,0,0,0
-18,6,23,3.44,0,0,0
-12,6,24,3.44,0,0,0
-6,6,25,3.44,0,0,0
0,6,26,3.44,0,0,0
6,6,27,3.44,0,0,0
24,6,28,3.44,0,0,0
-30,0,29,3.44,0,0,0
-24,0,30,3.44,0,0,0
-18,0,31,3.44,0,0,0
-12,0,32,3.44,0,0,0
-6,0,33,3.44,0,0,0
6,0,34,3.44,0,0,0
24,0,35,3.44,0,0,0
30,0,36,3.44,0,0,0
-24,-6,37,3.44,0,0,0
-18,-6,38,3.44,0,0,0
-12,-6,39,3.44,0,0,0
-6,-6,40,3.44,0,0,0
0,-6,41,3.44,0,0,0
6,-6,42,3.44,0,0,0
24,-6,43,3.44,0,0,0
-24,-12,44,3.44,0,0,0
-18,-12,45,3.44,0,0,0
-12,-12,46,3.44,0,0,0
-6,-12,47,3.44,0,0,0
6,-12,48,3.44,0,0,0
12,-12,49,3.44,0,0,0
18,-12,50,3.44,0,0,0
24,-12,51,3.44,0,0,0
-18,-18,52,3.44,0,0,0
-12,-18,53,3.44,0,0,0
-6,-18,54,3.44,0,0,0
0,-18,55,3.44,0,0,0
6,-18,56,3.44,0,0,0
12,-18,57,3.44,0,0,0
18,-18,58,3.44,0,0,0
-12,-24,59,3.44,0,0,0
-6,-24,60,3.44,0,0,0
0,-24,61,3.44,0,0,0
6,-24,62,3.44,0,0,0
12,-24,63,3.44,0,0,0
0,-30,64,3.44,0,0,0
