"xod","yod","loc","size","jmangle","jmslope","region"
0,30,0,1.72,0,0,0
-12,24,1,1.72,0,0,0
-6,24,2,1.72,0,0,0
0,24,3,1.72,0,0,0
6,24,4,1.72,0,0,0
12,24,5,1.72,0,0,0
-18,18,6,1.72,0,0,0
-12,18,7,1.72,0,0,0
-6,18,8,1.72,0,0,0
0,18,9,1.72,0,0,0
6,18,10,1.72,0,0,0
12,18,11,1.72,0,0,0
18,18,12,1.72,0,0,0
-24,12,13,1.72,0,0,0
-18,12,14,1.72,0,0,0
-12,12,15,1.72,0,0,0
-6,12,16,1.72,0,0,0
0,12,17,1.72,0,0,0
6,12,18,1.72,0,0,0
12,12,19,1.72,0,0,0
18,12,20,1.72,0,0,0
24,12,21,1.72,0,0,0
-24,6,22,1.72,0,0,0
-18,6,23,1.72,0,0,0
-12,6,24,1.72,0,0,0
-6,6,25,1.72,0,0,0
0,6,26,1.72,0,0,0
6,6,27,1.72,0,0,0
24,6,28,1.72,0,0,0
-30,0,29,1.72,0,0,0
-24,0,30,1.72,0,0,0
-18,0,31,1.72,0,0,0
-12,0,32,1.72,0,0,0
-6,0,33,1.72,0,0,0
6,0,34,1.72,0,0,0
24,0,35,1.72,0,0,0
30,0,36,1.72,0,0,0
-24,-6,37,1.72,0,0,0
-18,-6,38,1.72,0,0,0
-12,-6,39,1.72,0,0,0
-6,-6,40,1.72,0,0,0
0,-6,41,1.72,0,0,0
6,-6,42,1.72,0,0,0
24,-6,43,1.72,0,0,0
-24,-12,44,1.72,0,0,0
-18,-12,45,1.72,0,0,0
-12,-12,46,1.72,0,0,0
-6,-12,47,1.72,0,0,0
6,-12,48,1.72,0,0,0
12,-12,49,1.72,0,0,0
18,-12,50,1.72,0,0,0
24,-12,51,1.72,0,0,0
-18,-18,52,1.72,0,0,0
-12,-18,53,1.72,0,0,0
-6,-18,54,1.72,0,0,0
0,-18,55,1.72,0,0,0
6,-18,56,1.72,0,0,0
12,-18,57,1.72,0,0,0
18,-18,58,1.72,0,0,0
-12,-24,59,1.72,0,0,0
-6,-24,60,1.72,0,0,0
0,-24,61,1.72,0,0,0
6,-24,62,1.72,0,0,0
12,-24,63,1.72,0,0,0
0,-30,64,1.72,0,0,0
